wban,start_date,end_date,lat_deg,lat_min,lat_sec,lng_deg,lng_min,lng_sec,dec_lat,dec_lng,time_gap,gap_calc
93822,19290801,19471101,39,45,0,-89,41,0,39.75,-89.6833333333,0,0
93822,19471101,19480101,39,45,0,-89,41,0,39.75,-89.6833333333,0,0
93822,19480101,19730101,39,50,0,-89,40,0,39.8333333333,-89.6666666667,0,0
93822,19730101,19800305,39,50,0,-89,40,0,39.8333333333,-89.6666666667,0,0
93822,19800305,19861104,39,51,0,-89,41,0,39.85,-89.6833333333,0,0
93822,19861104,19870731,39,51,0,-89,41,0,39.85,-89.6833333333,0,0
93822,19870731,19881122,39,51,0,-89,41,0,39.85,-89.6833333333,0,0
93822,19881122,19890504,39,51,0,-89,41,0,39.85,-89.6833333333,0,0
93822,19890504,19951201,39,51,0,-89,41,0,39.85,-89.6833333333,0,0
93822,19951201,19960501,39,50,43,-89,41,2,39.8452777778,-89.6838888889,0,0
93822,19960501,19990601,39,50,43,-89,41,2,39.8452777778,-89.6838888889,0,0
93822,19990601,20030831,39,50,41,-89,41,2,39.8447222222,-89.6838888889,0,0
93822,20030831,20061224,39,50,41,-89,41,2,39.8447222222,-89.6838888889,0,0
93822,20061224,20110415,39,50,41,-89,41,2,39.8447222222,-89.6838888889,0,0
93822,20110415,20160816,39,50,41,-89,41,2,39.8447222222,-89.6838888889,0,0
93822,20160816,20171001,39,50,41,-89,41,2,39.8447222222,-89.6838888889,0,0
93822,20171001,99991231,39,50,41,-89,41,2,39.8447222222,-89.6838888889,0,0
93823,19120101,19320101,39,29,0,-87,24,0,39.4833333333,-87.4,0,0
93823,19320101,19350224,39,29,0,-87,24,0,39.4833333333,-87.4,0,0
93823,19350224,19470207,39,29,0,-87,24,0,39.4833333333,-87.4,0,0
93823,19470207,19480101,39,27,0,-87,18,0,39.45,-87.3,0,0
93823,19480101,19521211,39,27,0,-87,18,0,39.45,-87.3,0,0
93823,19521211,19540801,39,27,0,-87,18,0,39.45,-87.3,0,0
93823,19540801,19541201,39,27,0,-87,18,0,39.45,-87.3,0,0
93823,19541201,19541231,39,27,0,-87,18,0,39.45,-87.3,0,0
93823,19541231,19830902,39,27,0,-87,18,0,39.45,-87.3,0,0
93823,19830902,19850927,39,27,0,-87,18,0,39.45,-87.3,0,0
93823,19850927,19950101,39,27,0,-87,18,0,39.45,-87.3,0,0
93823,19950101,19980305,39,27,0,-87,18,0,39.45,-87.3,0,0
93824,19450601,19480101,39,57,0,-81,54,0,39.95,-81.9,0,0
93824,19480101,19811231,39,57,0,-81,54,0,39.95,-81.9,0,0
93824,19811231,19880204,39,57,0,-81,54,0,39.95,-81.9,0,0
93824,19880204,20000913,39,57,0,-81,54,0,39.95,-81.9,0,0
93824,20000913,99991231,39,56,40,-81,53,32,39.9444444444,-81.8922222222,0,0
93825,19340701,19351201,37,6,0,-89,55,0,37.1,-89.9166666667,0,0
93825,19351201,19480101,37,6,0,-89,55,0,37.1,-89.9166666667,0,0
93825,19480101,19480131,37,6,0,-89,55,0,37.1,-89.9166666667,0,0
93825,19480131,19491201,37,6,0,-89,55,0,37.1,-89.9166666667,0,0
93825,19491201,19491231,37,6,0,-89,50,0,37.1,-89.8333333333,0,0
93825,19710601,19710609,37,6,0,-89,54,0,37.1,-89.9,219370,219370
93825,19710609,19730501,37,6,0,-89,54,0,37.1,-89.9,219370,0
93825,19730501,19871201,37,5,0,-89,54,0,37.0833333333,-89.9,219370,0
93825,19871201,19960521,37,5,0,-89,54,0,37.0833333333,-89.9,219370,0
93825,19960521,20011119,37,5,43,-89,54,21,37.0952777778,-89.9058333333,219370,0
93825,20011119,20031201,37,5,44,-89,54,21,37.0955555556,-89.9058333333,219370,0
93825,20031201,20070402,37,5,44,-89,54,21,37.0955555556,-89.9058333333,219370,0
93825,20070402,20171101,37,5,44,-89,54,58,37.0955555556,-89.9161111111,219370,0
93825,20171101,99991231,37,5,44,-89,54,58,37.0955555556,-89.9161111111,219370,0
93826,19450201,19530101,30,24,0,-87,38,0,30.4,-87.6333333333,0,0
93826,19530101,19560101,30,24,0,-87,38,0,30.4,-87.6333333333,0,0
93826,19560101,19580101,30,24,0,-87,36,0,30.4,-87.6,0,0
93826,19580101,19580930,30,24,0,-87,36,0,30.4,-87.6,0,0
93827,19450301,19451231,30,23,0,-87,25,0,30.3833333333,-87.4166666667,0,0
93828,19450201,19460331,30,24,0,-87,17,0,30.4,-87.2833333333,0,0
93828,19480601,19520101,30,24,0,-87,17,0,30.4,-87.2833333333,20270,20270
93828,19520101,19580531,30,24,0,-87,17,0,30.4,-87.2833333333,20270,0
93829,19210101,19550531,30,21,0,-87,16,0,30.35,-87.2666666667,0,0
93830,19420601,19590228,33,52,0,-84,18,0,33.8666666667,-84.3,0,0
93831,19430901,19451031,32,28,0,-80,43,0,32.4666666667,-80.7166666667,0,0
93831,19451031,19451130,32,28,0,-80,43,0,32.4666666667,-80.7166666667,0,0
93831,19571001,19590101,32,28,0,-80,43,0,32.4666666667,-80.7166666667,119871,119871
93831,19590101,19600101,32,28,0,-80,43,0,32.4666666667,-80.7166666667,119871,0
93831,19600101,19620101,32,28,0,-80,43,0,32.4666666667,-80.7166666667,119871,0
93831,19620101,19811231,32,29,0,-80,43,0,32.4833333333,-80.7166666667,119871,0
93831,19811231,19930630,32,29,0,-80,43,0,32.4833333333,-80.7166666667,119871,0
93831,19930630,19950101,32,29,0,-80,43,0,32.4833333333,-80.7166666667,119871,0
93831,19950101,99991231,32,29,0,-80,43,0,32.4833333333,-80.7166666667,119871,0
93832,19470301,19470930,30,13,0,-81,53,0,30.2166666667,-81.8833333333,0,0
93832,19470930,19490401,30,13,0,-81,53,0,30.2166666667,-81.8833333333,0,0
93832,19490401,19600101,30,13,0,-81,53,0,30.2166666667,-81.8833333333,0,0
93832,19600101,19811231,30,13,0,-81,53,0,30.2166666667,-81.8833333333,0,0
93832,19811231,19950101,30,13,0,-81,53,0,30.2166666667,-81.8833333333,0,0
93832,19950101,99991231,30,13,0,-81,53,0,30.2166666667,-81.8833333333,0,0
93833,19450301,19450930,33,55,0,-80,48,0,33.9166666667,-80.8,0,0
93834,19431001,19440101,39,59,0,-82,53,0,39.9833333333,-82.8833333333,0,0
93834,19440101,19450101,39,59,0,-82,55,0,39.9833333333,-82.9166666667,0,0
93834,19450101,19451031,39,59,0,-82,53,0,39.9833333333,-82.8833333333,0,0
93834,19451031,19490401,39,59,0,-82,53,0,39.9833333333,-82.8833333333,0,0
93834,19490401,19500101,39,59,0,-82,53,0,39.9833333333,-82.8833333333,0,0
93834,19500101,19540101,39,59,0,-82,53,0,39.9833333333,-82.8833333333,0,0
93834,19540101,19550531,39,59,0,-82,53,0,39.9833333333,-82.8833333333,0,0
93834,19550531,19560801,39,59,0,-82,53,0,39.9833333333,-82.8833333333,0,0
93834,19560801,19561231,39,59,0,-82,53,0,39.9833333333,-82.8833333333,0,0
93835,19430401,19451231,34,11,0,-83,41,0,34.1833333333,-83.6833333333,0,0
93836,19430201,19460101,31,15,0,-81,28,0,31.25,-81.4666666667,0,0
93836,19460101,19460331,31,15,0,-81,28,0,31.25,-81.4666666667,0,0
93836,19460331,19510301,31,15,0,-81,28,0,31.25,-81.4666666667,0,0
93836,19510301,19550101,31,15,0,-81,28,0,31.25,-81.4666666667,0,0
93836,19550101,19740731,31,15,0,-81,28,0,31.25,-81.4666666667,0,0
93836,19740731,99991231,31,15,0,-81,28,0,31.25,-81.4666666667,0,0
93837,19410901,19811231,30,14,0,-81,40,0,30.2333333333,-81.6666666667,0,0
93837,19811231,19930630,30,14,0,-81,40,0,30.2333333333,-81.6666666667,0,0
93837,19930630,19950101,30,14,0,-81,40,0,30.2333333333,-81.6666666667,0,0
93837,19950101,99991231,30,14,0,-81,40,0,30.2333333333,-81.6666666667,0,0
93838,19450501,19460430,30,11,0,-82,34,0,30.1833333333,-82.5666666667,0,0
93839,19421101,19460731,35,21,0,-89,52,0,35.35,-89.8666666667,0,0
93839,19460731,19490701,35,21,0,-89,52,0,35.35,-89.8666666667,0,0
93839,19490701,19950101,35,21,0,-89,52,0,35.35,-89.8666666667,0,0
93839,19950101,99991231,35,21,0,-89,52,0,35.35,-89.8666666667,0,0
93839,19950119,99991231,35,20,41,-89,52,24,35.3447222222,-89.8733333333,-80041112,-80041112
93840,19430201,19470430,31,10,0,-81,24,0,31.1666666667,-81.4,0,0
93841,19610101,19690101,30,43,0,-87,1,0,30.7166666667,-87.0166666667,0,0
93841,19690101,19811231,30,43,0,-87,1,0,30.7166666667,-87.0166666667,0,0
93841,19811231,19930630,30,43,0,-87,1,0,30.7166666667,-87.0166666667,0,0
93841,19930630,19950101,30,43,0,-87,1,0,30.7166666667,-87.0166666667,0,0
93841,19950101,99991231,30,43,0,-87,1,0,30.7166666667,-87.0166666667,0,0
93842,19440901,19460101,32,31,0,-84,56,0,32.5166666667,-84.9333333333,0,0
93842,19460101,19480101,32,31,0,-84,56,0,32.5166666667,-84.9333333333,0,0
93842,19480101,19480701,32,31,0,-84,56,0,32.5166666667,-84.9333333333,0,0
93842,19480701,19480731,32,31,0,-84,56,0,32.5166666667,-84.9333333333,0,0
93842,19480731,19510101,32,31,0,-84,56,0,32.5166666667,-84.9333333333,0,0
93842,19510101,19690901,32,31,0,-84,56,0,32.5166666667,-84.9333333333,0,0
93842,19690901,19730101,32,31,0,-84,56,0,32.5166666667,-84.9333333333,0,0
93842,19730101,19751231,32,31,0,-84,56,0,32.5166666667,-84.9333333333,0,0
93842,19751231,19760101,32,31,0,-84,56,0,32.5166666667,-84.9333333333,0,0
93842,19760101,19780101,32,31,0,-84,57,0,32.5166666667,-84.95,0,0
93842,19780101,19811231,32,31,0,-84,57,0,32.5166666667,-84.95,0,0
93842,19811231,19940501,32,31,0,-84,57,0,32.5166666667,-84.95,0,0
93842,19940501,20040624,32,30,58,-84,56,32,32.5161111111,-84.9422222222,0,0
93842,20040624,20060801,32,30,58,-84,56,32,32.5161111111,-84.9422222222,0,0
93842,20060801,20080609,32,30,58,-84,56,32,32.5161111111,-84.9422222222,0,0
93842,20080609,20121010,32,30,58,-84,56,32,32.5161111111,-84.9422222222,0,0
93842,20121010,20171001,32,30,58,-84,56,32,32.5161111111,-84.9422222222,0,0
93842,20171001,99991231,32,30,58,-84,56,32,32.5161111111,-84.9422222222,0,0
93843,19370201,19400718,31,14,0,-85,24,0,31.2333333333,-85.4,0,0
93843,19400718,19650208,31,14,0,-85,26,0,31.2333333333,-85.4333333333,0,0
93844,19210101,19250630,32,21,0,-80,41,0,32.35,-80.6833333333,0,0
93844,19250630,19300401,32,21,0,-80,41,0,32.35,-80.6833333333,0,0
93844,19300401,19330831,32,21,0,-80,41,0,32.35,-80.6833333333,0,0
93844,19401101,19460228,32,19,0,-80,41,0,32.3166666667,-80.6833333333,70270,70270
93845,19460901,19480101,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,19480101,19480801,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,19480801,19480831,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,19480831,19500101,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,19500101,19631201,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,19631201,19631231,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,19631231,19640101,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,19640101,19760101,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,19760101,19811231,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,19811231,20010227,30,47,0,-83,17,0,30.7833333333,-83.2833333333,0,0
93845,20010227,99991231,30,46,57,-83,16,36,30.7825,-83.2766666667,0,0
93846,19280601,19420101,34,32,0,-82,41,0,34.5333333333,-82.6833333333,0,0
93846,19420101,19480801,34,30,0,-82,43,0,34.5,-82.7166666667,0,0
93846,19480801,19480831,34,30,0,-82,43,0,34.5,-82.7166666667,0,0
93846,19480831,19631201,34,30,0,-82,43,0,34.5,-82.7166666667,0,0
93846,19631201,19870701,34,30,0,-82,43,0,34.5,-82.7166666667,0,0
93846,19870701,19890701,34,30,0,-82,43,0,34.5,-82.7166666667,0,0
93846,19890701,19981104,34,30,0,-82,43,0,34.5,-82.7166666667,0,0
93846,19981104,20070604,34,29,42,-82,42,33,34.495,-82.7091666667,0,0
93846,20070604,20100601,34,29,52,-82,42,35,34.4977777778,-82.7097222222,0,0
93846,20100601,20170815,34,29,52,-82,42,35,34.4977777778,-82.7097222222,0,0
93846,20170815,99991231,34,29,52,-82,42,35,34.4977777778,-82.7097222222,0,0
93847,18880601,18880731,33,45,0,-84,23,0,33.75,-84.3833333333,0,0
93847,18890101,18890315,33,45,0,-84,23,0,33.75,-84.3833333333,9370,9370
93847,18890315,18910101,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,18910101,18910515,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,18910515,18910715,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,18910715,19010815,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19010815,19020101,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19020101,19331231,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19340201,19340315,33,45,0,-84,23,0,33.75,-84.3833333333,9370,8970
93847,19340315,19341130,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19341130,19350101,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19350101,19451231,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19451231,19480201,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19480201,19480701,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19480701,19480731,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19480731,19540501,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19540501,19540531,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93847,19540531,19541231,33,45,0,-84,23,0,33.75,-84.3833333333,9370,0
93848,18910101,18910501,33,28,0,-81,58,0,33.4666666667,-81.9666666667,0,0
93848,18910501,18920101,33,28,0,-81,58,0,33.4666666667,-81.9666666667,0,0
93848,18920101,19070101,33,28,0,-81,58,0,33.4666666667,-81.9666666667,0,0
93848,19070101,19160101,33,28,0,-81,58,0,33.4666666667,-81.9666666667,0,0
93848,19160101,19160308,33,28,0,-81,58,0,33.4666666667,-81.9666666667,0,0
93848,19160308,19480701,33,28,0,-81,58,0,33.4666666667,-81.9666666667,0,0
93848,19480701,19480731,33,28,0,-81,58,0,33.4666666667,-81.9666666667,0,0
93848,19480731,19491231,33,28,0,-81,58,0,33.4666666667,-81.9666666667,0,0
93849,18880701,18910101,35,14,0,-80,50,0,35.2333333333,-80.8333333333,0,0
93849,18910101,19150101,35,14,0,-80,51,0,35.2333333333,-80.85,0,0
93849,19150101,19180101,35,14,0,-80,51,0,35.2333333333,-80.85,0,0
93849,19180101,19320101,35,14,0,-80,51,0,35.2333333333,-80.85,0,0
93849,19320101,19340101,35,14,0,-80,51,0,35.2333333333,-80.85,0,0
93849,19340101,19480801,35,14,0,-80,51,0,35.2333333333,-80.85,0,0
93849,19480801,19480831,35,14,0,-80,51,0,35.2333333333,-80.85,0,0
93849,19480831,19510401,35,14,0,-80,51,0,35.2333333333,-80.85,0,0
93849,19510401,19510430,35,14,0,-80,51,0,35.2333333333,-80.85,0,0
93849,19510430,19511231,35,14,0,-80,51,0,35.2333333333,-80.85,0,0
93850,10101,99991231,35,3,0,-85,18,0,35.05,-85.3,0,0
93851,18720601,18860101,33,59,0,-81,2,0,33.9833333333,-81.0333333333,0,0
93851,18860101,18950608,34,0,0,-81,3,0,34,-81.05,0,0
93851,18950608,18990101,34,0,0,-81,3,0,34,-81.05,0,0
93851,18990101,19010215,34,0,0,-81,3,0,34,-81.05,0,0
93851,19010215,19031001,34,0,0,-81,3,0,34,-81.05,0,0
93851,19031001,19050301,34,0,0,-81,3,0,34,-81.05,0,0
93851,19050301,19350603,34,0,0,-81,3,0,34,-81.05,0,0
93851,19350603,19360826,34,0,0,-81,3,0,34,-81.05,0,0
93851,19360826,19480701,34,0,0,-81,3,0,34,-81.05,0,0
93851,19480701,19480731,34,0,0,-81,3,0,34,-81.05,0,0
93851,19480731,19540531,34,0,0,-81,3,0,34,-81.05,0,0
93852,18711001,18800101,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,18800101,19020101,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,19020101,19150101,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,19150101,19340101,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,19340101,19480701,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,19480701,19480731,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,19480731,19500228,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,19500228,19510101,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,19510101,19560501,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,19560501,19560531,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93852,19560531,19561231,30,20,0,-81,39,0,30.3333333333,-81.65,0,0
93853,18990401,19060101,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19060101,19090101,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19090101,19271231,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19271231,19281201,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19281201,19290630,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19290630,19300101,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19300101,19320101,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19320101,19321231,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19321231,19331201,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19331201,19340101,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19340101,19380131,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19380131,19390101,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19390101,19480701,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19480701,19480731,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19480731,19491231,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93853,19491231,19540331,32,50,0,-83,38,0,32.8333333333,-83.6333333333,0,0
93854,18930101,18960831,32,21,0,-88,40,0,32.35,-88.6666666667,0,0
93854,18960831,18980101,32,21,0,-88,40,0,32.35,-88.6666666667,0,0
93854,18980101,18980131,32,21,0,-88,40,0,32.35,-88.6666666667,0,0
93854,18990101,19321231,32,21,0,-88,40,0,32.35,-88.6666666667,9970,9970
93854,19321231,19330801,32,21,0,-88,40,0,32.35,-88.6666666667,9970,0
93854,19330801,19340101,32,21,0,-88,40,0,32.35,-88.6666666667,9970,0
93854,19340101,19380131,32,21,0,-88,40,0,32.35,-88.6666666667,9970,0
93854,19380131,19390101,32,21,0,-88,40,0,32.35,-88.6666666667,9970,0
93854,19390101,19480101,32,21,0,-88,40,0,32.35,-88.6666666667,9970,0
93854,19480101,19480131,32,21,0,-88,40,0,32.35,-88.6666666667,9970,0
93854,19480131,19481001,32,21,0,-88,40,0,32.35,-88.6666666667,9970,0
93854,19481001,19481031,32,21,0,-88,40,0,32.35,-88.6666666667,9970,0
93854,19481031,19481231,32,21,0,-88,40,0,32.35,-88.6666666667,9970,0
93855,18720901,18810101,30,41,0,-88,2,0,30.6833333333,-88.0333333333,0,0
93855,18810101,18820101,30,41,0,-88,2,0,30.6833333333,-88.0333333333,0,0
93855,18820101,18840101,30,41,0,-88,2,0,30.6833333333,-88.0333333333,0,0
93855,18840101,18901231,30,41,0,-88,2,0,30.6833333333,-88.0333333333,0,0
93855,18901231,18910101,30,41,0,-88,2,0,30.6833333333,-88.0333333333,0,0
93855,18910101,19050101,30,41,0,-88,2,0,30.6833333333,-88.0333333333,0,0
93855,19050101,19130101,30,41,0,-88,2,0,30.6833333333,-88.0333333333,0,0
93855,19130101,19360101,30,41,0,-88,2,0,30.6833333333,-88.0333333333,0,0
93855,19360101,19370228,30,42,0,-88,2,0,30.7,-88.0333333333,0,0
93855,19370228,19380101,30,42,0,-88,2,0,30.7,-88.0333333333,0,0
93855,19380101,19480601,30,42,0,-88,2,0,30.7,-88.0333333333,0,0
93855,19480601,19480630,30,42,0,-88,2,0,30.7,-88.0333333333,0,0
93855,19480630,19530501,30,42,0,-88,2,0,30.7,-88.0333333333,0,0
93855,19530501,19531231,30,42,0,-88,2,0,30.7,-88.0333333333,0,0
93856,18730101,18730630,32,23,0,-86,18,0,32.3833333333,-86.3,0,0
93856,18740101,18910101,32,23,0,-86,18,0,32.3833333333,-86.3,9471,9471
93856,18910101,18930101,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93856,18930101,18950101,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93856,18950101,19291231,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93856,19291231,19300701,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93856,19300701,19330101,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93856,19330101,19480601,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93856,19480601,19480630,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93856,19480630,19540901,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93856,19540901,19540930,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93856,19540930,19541231,32,23,0,-86,18,0,32.3833333333,-86.3,9471,0
93857,19310901,19380101,35,46,0,-82,16,0,35.7666666667,-82.2666666667,0,0
93857,19380101,19400331,35,46,0,-82,16,0,35.7666666667,-82.2666666667,0,0
93857,19400331,19410101,35,46,0,-82,16,0,35.7666666667,-82.2666666667,0,0
93857,19410101,19441231,35,46,0,-82,16,0,35.7666666667,-82.2666666667,0,0
93857,19441231,19450801,35,46,0,-82,16,0,35.7666666667,-82.2666666667,0,0
93857,19450801,19480901,35,46,0,-82,16,0,35.7666666667,-82.2666666667,0,0
93857,19480901,19480930,35,46,0,-82,16,0,35.7666666667,-82.2666666667,0,0
93857,19480930,19531231,35,46,0,-82,16,0,35.7666666667,-82.2666666667,0,0
93857,19531231,19620331,35,46,0,-82,16,0,35.7666666667,-82.2666666667,0,0
93858,18720901,18820101,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,18820101,18890101,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,18890101,18910101,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,18910101,18910701,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,18910701,18940101,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,18940101,19050101,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,19050101,19090101,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,19090101,19390831,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,19390831,19400101,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,19400101,19480716,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,19480716,19490101,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93858,19490101,19501231,36,10,0,-86,47,0,36.1666666667,-86.7833333333,0,0
93859,18930101,19090101,30,25,0,-87,13,0,30.4166666667,-87.2166666667,0,0
93859,19090101,19390101,30,25,0,-87,13,0,30.4166666667,-87.2166666667,0,0
93859,19390101,19391201,30,25,0,-87,13,0,30.4166666667,-87.2166666667,0,0
93859,19391201,19480101,30,25,0,-87,13,0,30.4166666667,-87.2166666667,0,0
93859,19480101,19480701,30,25,0,-87,13,0,30.4166666667,-87.2166666667,0,0
93859,19480701,19480731,30,25,0,-87,13,0,30.4166666667,-87.2166666667,0,0
93859,19480731,19631010,30,25,0,-87,13,0,30.4166666667,-87.2166666667,0,0
93860,18880601,18880620,32,5,0,-81,5,0,32.0833333333,-81.0833333333,0,0
93860,18880620,18910101,32,5,0,-81,5,0,32.0833333333,-81.0833333333,0,0
93860,18910101,18910701,32,5,0,-81,5,0,32.0833333333,-81.0833333333,0,0
93860,18910701,18930101,32,5,0,-81,5,0,32.0833333333,-81.0833333333,0,0
93860,18930101,18970101,32,5,0,-81,5,0,32.0833333333,-81.0833333333,0,0
93860,18970101,19000101,32,5,0,-81,5,0,32.0833333333,-81.0833333333,0,0
93860,19000101,19090101,32,5,0,-81,5,0,32.0833333333,-81.0833333333,0,0
93860,19090101,19330101,32,5,0,-81,5,0,32.0833333333,-81.0833333333,0,0
93860,19330101,19490630,32,5,0,-81,5,0,32.0833333333,-81.0833333333,0,0
93861,19050801,19341231,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19341231,19350701,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19350701,19441231,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19441231,19450801,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19450801,19480331,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19480331,19491001,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19491001,19491231,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19491231,19551001,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19551001,19560101,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19560101,19560131,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19560131,19640601,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19640601,19640630,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93861,19640630,19641231,30,50,0,-83,59,0,30.8333333333,-83.9833333333,0,0
93862,19390101,19400228,34,15,0,-88,43,0,34.25,-88.7166666667,0,0
93862,19400228,19410101,34,15,0,-88,43,0,34.25,-88.7166666667,0,0
93862,19410101,19480101,34,15,0,-88,43,0,34.25,-88.7166666667,0,0
93862,19480101,19510630,34,15,0,-88,43,0,34.25,-88.7166666667,0,0
93862,19690430,19830501,34,16,0,-88,46,0,34.2666666667,-88.7666666667,179800,179800
93862,19830501,19831001,34,16,0,-88,46,0,34.2666666667,-88.7666666667,179800,0
93862,19831001,19831003,34,16,0,-88,46,0,34.2666666667,-88.7666666667,179800,0
93862,19831003,19930601,34,16,0,-88,46,0,34.2666666667,-88.7666666667,179800,0
93862,19930601,19991001,34,15,44,-88,46,17,34.2622222222,-88.7713888889,179800,0
93862,19991001,20000815,34,15,59,-88,46,17,34.2663888889,-88.7713888889,179800,0
93862,20000815,20011003,34,15,59,-88,46,17,34.2663888889,-88.7713888889,179800,0
93862,20011003,20040512,34,15,59,-88,46,17,34.2663888889,-88.7713888889,179800,0
93862,20040512,20061116,34,15,44,-88,46,17,34.2622222222,-88.7713888889,179800,0
93862,20061116,20110930,34,15,44,-88,46,17,34.2622222222,-88.7713888889,179800,0
93862,20110930,20171001,34,15,44,-88,46,17,34.2622222222,-88.7713888889,179800,0
93862,20171001,99991231,34,15,44,-88,46,17,34.2622222222,-88.7713888889,179800,0
93863,19300901,19450930,34,25,0,-84,56,0,34.4166666667,-84.9333333333,0,0
93864,19381001,19410831,32,3,0,-84,14,0,32.05,-84.2333333333,0,0
93865,19051001,19070101,33,39,0,-85,50,0,33.65,-85.8333333333,0,0
